115318,denizenscript/denizen
118023,spring-projects/spring-data-rest
121789,dotcms/core
121790,dspace/dspace
123220,pentaho/mondrian
125018,hazelcast/hazelcast
125020,qiniu/java-sdk
132658,waffle/waffle
132659,wala/wala
137263,dita-ot/dita-ot
137942,traccar/traccar
137943,buildcraft/buildcraft
140351,realm/realm-java
143812,jfinal/jfinal
144678,magefree/mage
147540,groovy/groovy-eclipse
148441,tordanik/osm2world
149813,spring-projects/spring-hateoas
152545,plutext/docx4j
152552,geosolutions-it/imageio-ext
155665,find-sec-bugs/find-sec-bugs
157212,thymeleaf/thymeleaf
160406,i2p/i2p.i2p
161640,mapstruct/mapstruct
164368,wolpi/prim-ftpd
167647,universalmediaserver/universalmediaserver
167651,pentaho/pentaho-platform
170616,geonetwork/core-geonetwork
173856,apache/dubbo
173858,naver/ngrinder
174704,digital-preservation/droid
177243,mit-cml/appinventor-sources
178086,winder/universal-g-code-sender
183353,jacoco/jacoco
185629,pmd/pmd
193703,usethesource/rascal
198854,zeromq/jeromq
201882,dcache/nfs4j
203942,prestodb/presto
204862,libgdx/libgdx
207531,mekanism/mekanism
217962,apache/royale-compiler
220324,jeremylong/dependencycheck
221254,apache/drill
221260,oehf/ipf
226299,wyvernlang/wyvern
227594,activiti/activiti
227595,ebean-orm/ebean
227596,kermitt2/grobid
227597,freeplane/freeplane
239112,jdmonin/jsettlers2
240021,openrocket/openrocket
240768,tntim96/jscover
243387,inl/blacklab
251043,mockito/mockito
251831,openrefine/openrefine
255621,spring-projects/spring-boot
255623,vaadin/framework
257582,killbill/killbill
258737,apache/druid
261643,ovirt/ovirt-engine
276065,neo4j/neo4j
288939,libreplan/libreplan
293250,linkedin/rest.li
293259,deegree/deegree3
295511,apps4av/avare
296860,dianping/cat
298030,calimero-project/calimero-core
302139,orientechnologies/orientdb
305996,flyway/flyway
308253,ukwa/webarchive-discovery
308998,alluxio/alluxio
311101,lwjgl/lwjgl3
317588,camunda/camunda-bpm-platform
319587,apache/jena
321262,oracle/opengrok
323320,reactivex/rxjava
323322,pentaho/pentaho-reporting
327114,tada/pljava
328211,alibaba/canal
329629,seleniumhq/selenium
330428,threeten/threetenbp
337810,ratpack/ratpack
337812,slimeknights/tinkersconstruct
340558,processing/processing
341492,openpnp/openpnp
347202,spring-projects/spring-ws
353671,pegasus-isi/pegasus
359722,mybatis/generator
364548,mybatis/mybatis-3
367372,owlcs/owlapi
381723,orcid/orcid-source
384858,ccavanaugh/jgnash
386431,jnrouvignac/autorefactor
392956,authme/authmereloaded
395882,elastic/elasticsearch-hadoop
403915,finmath/finmath-lib
418426,graphhopper/jsprit
421527,dcache/dcache
424115,killbill/killbill-commons
427129,biojava/biojava
431304,openzipkin/brave
433502,crate/crate
440939,gwtproject/gwt
450384,jitsi/jitsi
451687,morphiaorg/morphia
457172,eugenp/tutorials
457173,spring-projects/spring-data-elasticsearch
457174,apache/cloudstack
457176,arx-deidentifier/arx
466530,lindenb/jvarkit
470384,opensourcebim/bimserver
481505,consulo/consulo
485619,learnlib/learnlib
488833,google/auto
491462,jboss-javassist/javassist
500415,javalite/javalite
501221,spring-projects/spring-data-couchbase
502187,bcgit/bc-java
510792,spring-io/initializr
516625,apache/logging-log4j2
517555,mycelium-com/wallet-android
529892,ff4j/ff4j
535361,mdpnp/mdpnp
536363,openfeign/feign
537490,stanfordnlp/corenlp
544012,keycloak/keycloak
544013,spring-projects/spring-ldap
550036,immutables/immutables
552669,bumptech/glide
557614,molgenis/systemsgenetics
564133,dependencytrack/dependency-track
572501,ontop/ontop
580862,exist-db/exist
581673,hazelcast/hazelcast-code-samples
587589,wmixvideo/nfe
598226,bobbylight/rsyntaxtextarea
599444,languagetool-org/languagetool
614651,protegeproject/protege
620481,peergos/peergos
632667,checkstyle/checkstyle
636069,atlauncher/atlauncher
636070,halestudio/hale
637003,ical4j/ical4j
644283,jdereg/java-util
653530,codelibs/fess
662452,corfudb/corfudb
667813,konsoletyper/teavm
669168,torakiki/pdfsam
686013,terasolunaorg/terasoluna-gfw
687222,adobe-consulting-services/acs-aem-commons
689230,cinchapi/concourse
690012,optimatika/ojalgo
692307,oripa/oripa
695273,bmwcarit/joynr
724555,linkedin/ambry
724558,featureide/featureide
794281,iqss/dataverse
805273,apache/storm
810736,inria/spoon
814361,jcabi/jcabi-github
837727,bitcoinj/bitcoinj
841234,hotswapprojects/hotswapagent
850705,raphw/byte-buddy
868002,axkr/symja_android_library
875601,datanucleus/datanucleus-core
883359,gocd/gocd
888688,eclipse/kura
897927,jenetics/jenetics
928120,redisson/redisson
930756,apache/helix
937135,compevol/beast2
944444,protostuff/protostuff
949837,wikidata/wikidata-toolkit
960913,glowroot/glowroot
960916,sarl/sarl
963617,vavr-io/vavr
963826,google/j2objc
965051,pcingola/snpeff
968790,mucommander/mucommander
969647,aerospike/aerospike-client-java
974132,haxefoundation/intellij-haxe
977180,real-logic/aeron
999102,gitlab4j/gitlab4j-api
1005847,datacleaner/datacleaner
1006629,lessthanoptimal/ejml
1010023,dnsjava/dnsjava
1019935,ehcache/ehcache3
1029084,apache/curator
1032632,domaframework/doma
1038133,hpi-information-systems/metanome
1039132,osmdroid/osmdroid
1045014,erudika/para
1049140,openpreserve/jhove
1050286,jabref/jabref
1051900,bisq-network/bisq
1070171,gmu-swe/phosphor
1077302,myrobotlab/myrobotlab
1078360,omnifaces/omnifaces
1085140,gluufederation/oxauth
1090126,broadinstitute/picard
1104021,fiji/trainable_segmentation
1106391,googleapis/java-bigtable-hbase
1107173,appium/java-client
1135364,google/closure-compiler
1135365,google/closure-templates
1145324,siddhi-io/siddhi
1145325,wso2/product-is
1146512,bytedeco/javacpp-presets
1166099,questdb/questdb
1166836,samtools/htsjdk
1173391,waikato/moa
1174804,teammates/teammates
1175503,forestrymc/forestrymc
1175504,jmetal/jmetal
1197088,bither/bither-android
1203901,openhab/openhab-addons
1217972,quickfix-j/quickfixj
1219995,moneymanagerex/android-money-manager-ex
1235402,spotify/helios
1237726,ctt-gob-es/clienteafirma
1244783,google/guice
1246392,google/guava
1256930,xtreemfs/xtreemfs
1277319,wso2/product-apim
1281160,bazelbuild/bazel
1289433,opengamma/strata
1302248,spring-projects/spring-session
1320471,freerouting/freerouting
1344963,aws-amplify/aws-sdk-android
1354688,blazebit/blaze-persistence
1371739,openhft/chronicle-map
1371740,processing/processing-android
1390814,alfio-event/alf.io
1394186,draquet/polyglot
1411843,tonihele/openkeeper
1427014,iluwatar/java-design-patterns
1446426,classgraph/classgraph
1457731,google/error-prone
1470178,cqframework/clinical_quality_language
1477061,btraceio/btrace
1490859,xvik/dropwizard-guicey
1502798,spongepowered/spongeapi
1509822,esapi/esapi-java-legacy
1516130,payara/payara
1516934,lcm-proj/lcm
1540216,neo4j/neo4j-ogm
1551404,appliedenergistics/applied-energistics-2
1560308,arangodb/arangodb-java-driver
1567862,yegor256/takes
1572962,googleapis/google-http-java-client
1575207,b2ihealthcare/snow-owl
1581481,junit-team/junit5
1592905,xbmc/kore
1596892,openhft/chronicle-wire
1628107,real-logic/artio
1658078,ontodev/robot
1663653,owlcollab/owltools
1705345,googleapis/google-auth-library-java
1717199,jflex-de/jflex
1731202,apache/ignite
1742691,forrestguice/suntimeswidget
1744328,microcks/microcks
1748809,openhft/chronicle-core
1748811,openhft/chronicle-bytes
1774380,facebook/fresco
1785736,elki-project/elki
1795901,spring-cloud/spring-cloud-sleuth
1829635,apache/openmeetings
1840400,x-stream/xstream
1847128,jolie/jolie
1849537,akarnokd/open-ig
1852099,psi-probe/psi-probe
1859616,eclipse/buildship
1875929,google/gson
1883133,marcuswolschon/osmeditor4android
1887537,yacy/yacy_search_server
1888858,jpcsp/jpcsp
1900652,wro4j/wro4j
1910257,googlecloudplatform/java-docs-samples
1961273,dockstore/dockstore
1963102,blusunrize/immersiveengineering
1965231,zstackio/zstack
1967685,cyclopsmc/integrateddynamics
1989002,techreborn/techreborn
1997498,h2database/h2database
1997527,amaembo/streamex
2005118,camelcade/perl5-idea
2023522,neo4j/neo4j-java-driver
2041258,beast-dev/beast-mcmc
2042260,movingblocks/destinationsol
2059849,verapdf/verapdf-library
2086256,diffplug/spotless
2099046,vaadin/flow
2099875,watson-developer-cloud/java-sdk
2108132,randoop/randoop
2111912,minio/minio-java
2134099,gbif/ipt
2147140,paritytrading/philadelphia
2159449,dkpro/dkpro-core
2216024,refinitiv/real-time-sdk
2268092,resilience4j/resilience4j
2269833,zaproxy/zaproxy
2277047,ashish-gehani/spade
2286977,joniles/mpxj
2315075,sepinf-inc/iped
2345821,chatty/chatty
2346275,javamelody/javamelody
2366792,kieker-monitoring/kieker
2379204,bardsoftware/ganttproject
2381698,mabe02/lanterna
2406437,typetools/checker-framework
2417011,graphql-java/graphql-java
2427211,rsocket/rsocket-java
2430286,spring-cloud/spring-cloud-stream
2438486,fabric8io/kubernetes-client
2453364,dcm4che/dcm4chee-arc-light
2478403,goldengnu/jeveassets
2486002,findbugsproject/findbugs
2487381,openl-tablets/openl-tablets
2493000,spring-cloud/spring-cloud-dataflow
2500096,aliyun/aliyun-openapi-java-sdk
2511784,darwinne/fidocadj
2517699,triplea-game/triplea
2522267,matsim-org/matsim-libs
2542978,sonatype/nexus-public
2544474,hack23/cia
2547945,arianne/stendhal
2573648,sanluan/publiccms
2576348,google/sagetv
2592741,w3c/css-validator
2609386,megamek/megamek
2640343,android/android-test
2647676,luna-rs/luna
2649368,panda-lang/panda
2656758,dsheirer/sdrtrunk
2662239,umple/umple
2714652,ontologyportal/sigmakee
2725278,cantaloupe-project/cantaloupe
2732893,evosuite/evosuite
2744078,apache/shardingsphere-elasticjob
2783942,jmri/jmri
2790601,wso2/msf4j
2812478,oracle/fastr
2834031,opencubicchunks/cubicchunks
2846515,tsantalis/refactoringminer
2877572,castorini/anserini
2881467,metasfresh/metasfresh
2917201,yahoo/elide
2960105,pwm-project/pwm
2960106,eclipse/elk
2971163,dbeaver/dbeaver
2981083,conveyal/r5
2987228,termux/termux-app
2990576,nats-io/nats.java
3013085,cmu-phil/tetrad
3031013,aicis/fresco
3031961,eclipse/eclipse-collections
3073610,adobe/aem-core-wcm-components
3104806,finos/waltz
3132276,bootique/bootique
3190591,openhab/openhab-core
3258900,nordicsemiconductor/android-ble-library
3259305,bioinformatics-ua/dicoogle
3259895,wso2/product-ei
3259910,dbs-leipzig/gradoop
3260890,lawnchairlauncher/lawnchair
3261036,vipshop/saturn
3261683,tls-attacker/tls-attacker
3261766,oxaliscommunity/oxalis
3261798,indigo-iam/iam
3262199,tencent/tencentkona-8
3262237,revapi/revapi
3262261,electroblob77/wizardry
3262332,thealiceproject/alice3
3263146,spring-projects/spring-restdocs
3263341,xmlunit/xmlunit
3263354,spoonlabs/astor
3263358,eclipse/jnosql
3263400,nuls-io/nuls-v2
3263473,wangguanquan/eec
3264022,quartz-scheduler/quartz
3264026,jtablesaw/tablesaw
3264068,tibcosoftware/jasperreports
3264123,adlered/bolo-solo
3264210,sosy-lab/java-smt
3264211,prismmodelchecker/prism
3264251,lsc-project/lsc
3265052,drewnoakes/metadata-extractor
3265062,kaikramer/keystore-explorer
3265543,nikita36078/j2me-loader
3265555,audiveris/audiveris
3265572,hivemq/hivemq-mqtt-client
3265576,pcgen/pcgen
3265596,jmonkeyengine/sdk
3265667,box/box-java-sdk
3265728,eclipse-ee4j/mojarra
3265731,quelea-projection/quelea
3265795,opengeospatial/geoapi
3266133,adyen/adyen-java-api-library
3266952,linlinjava/litemall
3266974,apache/dubbo-samples
3266989,controlsfx/controlsfx
3267069,bentoboxworld/bentobox
3267073,ellpeck/actuallyadditions
3267086,camel-tooling/camel-idea-plugin
3267146,fraunhoferiosb/frost-server
3267592,alibaba/easyexcel
3267619,corretto/corretto-8
3267633,cabaletta/baritone
3267640,soot-oss/soot
3267648,cuba-platform/cuba
3267659,softinstigate/restheart
3267663,eclipse/milo
3267664,jformdesigner/flatlaf
3267669,qupath/qupath
3267680,chunky-dev/chunky
3267696,spongepowered/sponge
3267697,google/mug
3267710,innoxia/liliths-throne-public
3268129,tronprotocol/sun-network
3268197,walmartlabs/concord
3268200,adoptopenjdk/icedtea-web
3268213,jorelali/commandapi
3268229,shedaniel/roughlyenoughitems
3268246,unitsofmeasurement/indriya
3268304,hbmmods/hbm-s-nuclear-tech-git
3268334,donbruce64/minecrafttransportsimulator
3268376,graphql-java-generator/graphql-maven-plugin-project
3268950,oracle/visualvm
3268978,rptools/maptool
3268982,mirkosertic/bytecoder
3269004,nordicsemiconductor/android-nrf-mesh-library
3269021,tigase/tigase-server
3269054,azuread/microsoft-authentication-library-for-android
3269066,neow3j/neow3j
3269099,yang-db/yang-db
3269122,tdf/odftoolkit
3269739,netflix/hollow
3269784,nationalsecurityagency/datawave
3269786,gurkenlabs/litiengine
3269822,openidentityplatform/opendj
3270332,nsacyber/hirs
3270342,wso2/micro-integrator
3270356,xtclang/xvm
3270359,georchestra/georchestra
3270363,lbalazscs/pixelitor
3270392,pgcodekeeper/pgcodekeeper
3271156,netflix/mantis
3271172,mobivm/robovm
3271174,yegor256/cactoos
3271175,google/tsunami-security-scanner-plugins
3271182,foundationdb/fdb-record-layer
3271183,secure-software-engineering/flowdroid
3271200,dmulloy2/protocollib
3271208,intellectualsites/plotsquared
3271212,supertokens/supertokens-core
3271213,magento/magento2-phpstorm-plugin
3271215,box/mojito
3271233,oracle/weblogic-kubernetes-operator
3271249,castlemock/castlemock
3271251,hashgraph/hedera-sdk-java
3271276,influxdata/influxdb-client-java
3271684,powsybl/powsybl-core
3271698,hipparchus-math/hipparchus
3271776,captain-p-goldfish/scim-sdk
3271820,googlecloudplatform/spring-cloud-gcp
3271940,twitch4j/twitch4j
3271959,ericberendsen/dvbinspector
3271970,teamgalacticraft/galacticraft
3272365,aztechmc/modern-industrialization
3272391,thealgorithms/java
3272393,opentsdb/opentsdb
3272400,jmonkeyengine/jmonkeyengine
3272406,roaringbitmap/roaringbitmap
3272410,gchq/gaffer
3272414,locationtech/jts
3272418,ta4j/ta4j
3272420,microsoft/mssql-jdbc
3272432,basexdb/basex
3272441,linbit/linstor-server
3272443,javacord/javacord
3272444,bazelbuild/bazel-buildfarm
3272445,constellation-app/constellation
3272471,eclipse/kapua
3272476,scalar-labs/scalardb
3272478,openems/openems
3272509,cpesch/routeconverter
3272519,bergerhealer/traincarts
3272577,prisonteam/prison
3273192,alibaba/spring-cloud-alibaba
3273194,apache/rocketmq
3273197,ben-manes/caffeine
3273207,fasterxml/jackson-databind
3273210,remkop/picocli
3273215,philippc/keepass2android
3273218,librepdf/openpdf
3273226,tng/archunit
3273227,googleapis/google-cloud-java
3273229,netflix/genie
3273230,firebase/firebase-android-sdk
3273238,smartbear/soapui
3273244,webankfintech/dataspherestudio
3273248,codenameone/codenameone
3273252,hneemann/digital
3273261,google/j2cl
3273268,lessthanoptimal/boofcv
3273269,nightscoutfoundation/xdrip
3273275,biglysoftware/biglybt
3273277,netflix/spectator
3273284,hivemq/hivemq-community-edition
3273288,nitrite/nitrite-java
3273291,line/line-bot-sdk-java
3273295,phoenicisorg/phoenicis
3273296,nielsbasjes/yauaa
3273297,skriptlang/skript
3273299,renyuneyun/easer
3273306,slackapi/java-slack-sdk
3273310,yellowstonegames/squidlib
3273324,plan-player-analytics/plan
3273330,nordic-institute/x-road
3273332,forcedotcom/salesforcemobilesdk-android
3273333,eclipse/hawkbit
3273335,sap/sapmachine
3273336,dekorateio/dekorate
3273337,frostwire/frostwire
3273350,inception-project/inception
3273360,terrafirmacraft/terrafirmacraft
3273361,artipie/artipie
3273362,googleclouddataproc/hadoop-connectors
3273366,anotheria/moskito
3273379,opencast/opencast
3273383,webankfintech/exchangis
3273408,manydesigns/portofino
3273411,azure/azure-iot-sdk-java
3273414,crafttweaker/crafttweaker
3273421,netease-im/camellia
3273604,eclipse/lemminx
3273897,tencentyun/cos-java-sdk-v5
3273969,eclipse-ee4j/eclipselink
3273970,micronaut-projects/micronaut-security
3273974,megamek/mekhq
3273998,osudroid/osu-droid
3274004,snowflakedb/snowflake-jdbc
3274013,bergerhealer/bkcommonlib
3274015,incendo/cloud
3274047,nosqlbench/nosqlbench
3274066,tuomount/open-realms-of-stars
3274108,wimmics/corese
3274142,tisunion/carpet-tis-addition
3274191,phax/phase4
3274198,googleapis/java-firestore
3274208,googleapis/java-pubsub
3274254,corretto/corretto-jdk
3274900,eclipse-m2e/m2e-core
3275318,googlecontainertools/jib
3275767,reactor/reactor-core
3275770,microg/gmscore
3275771,runelite/runelite
3275773,line/armeria
3275778,rubenlagus/telegrambots
3275781,real-logic/agrona
3275784,apache/servicecomb-java-chassis
3275788,tlaplus/tlaplus
3275790,neo4j-contrib/neo4j-apoc-procedures
3275793,spring-projects/spring-kafka
3275795,col-e/recaf
3275800,springdoc/springdoc-openapi
3275802,broadinstitute/gatk
3275803,manifold-systems/manifold
3275806,google/conscrypt
3275812,hub4j/github-api
3275813,cloudburstmc/nukkit
3275817,yangfuhai/jboot
3275822,rsksmart/rskj
3275826,giscience/openrouteservice
3275832,spring-projects/sts4
3275833,corretto/corretto-11
3275835,beehive-lab/tornadovm
3275840,subclipse/subclipse
3275841,viaversion/viaversion
3275842,axelor/axelor-open-suite
3275848,elastic/apm-agent-java
3275854,aionnetwork/aion
3275857,openidentityplatform/openam
3275865,tencentcloud/tencentcloud-sdk-java
3275868,zettelkasten-team/zettelkasten
3275878,openremote/openremote
3275882,awslabs/aws-athena-query-federation
3275883,weisj/darklaf
3275886,eclipse-ee4j/glassfish
3275891,wso2/product-microgateway
3275895,microsoft/appcenter-sdk-android
3275896,mattjlewis/diozero
3275897,microsoftgraph/msgraph-sdk-java
3275905,jetbrains/jetbrainsruntime
3275911,fcrepo/fcrepo
3275912,openhab/org.openhab.binding.zwave
3275917,hibernate/hibernate-reactive
3275936,apicurio/apicurio-registry
3275952,zsmartsystems/com.zsmartsystems.zigbee
3275968,ohdsi/webapi
3275969,micronaut-projects/micronaut-starter
3275975,jitsi/jitsi-meet-torture
3275984,vassalengine/vassal
3275989,unidata/netcdf-java
3275991,wynntils/wynntils
3276008,gregtech6/gregtech6
3276011,piranhacloud/piranha
3276144,ehrbase/ehrbase
3276443,retrooper/packetevents
3276505,scm-manager/scm-manager
3276511,zoinkwiz/quest-helper
3276531,newrelic/newrelic-java-agent
3276685,systems-modeling/sysml-v2-pilot-implementation
3276742,alibaba/arthas
3276743,wechat-group/wxjava
3276748,pinpoint-apm/pinpoint
3276749,baomidou/mybatis-plus
3276756,tronprotocol/java-tron
3276758,spotbugs/spotbugs
3276763,linkedin/cruise-control
3276769,apache/netbeans
3276772,flutter/flutter-intellij
3276779,discord4j/discord4j
3276780,vert-x3/vertx-web
3276781,actiontech/dble
3276784,eclipse-vertx/vertx-sql-client
3276791,dibo-software/diboot
3276805,micronaut-projects/micronaut-data
3276822,neo4j/graph-data-science
3276823,fasterxml/jackson-dataformats-binary
3276825,open-telemetry/opentelemetry-java-instrumentation
3276836,microsoft/azure-tools-for-java
3276837,kyoripowered/adventure
3276838,intellectualsites/fastasyncworldedit
3276846,xilinx/rapidwright
3277470,neznamy/tab
3277472,smallrye/smallrye-reactive-messaging
3277473,eclipse/microprofile-open-api
3277494,apache/camel-kafka-connector
3277503,teampneumatic/pnc-repressurized
3277509,wso2/carbon-identity-framework
3277541,convertigo/convertigo
3277599,jetbrains/jcef
3277644,nationalsecurityagency/ghidra
3277646,apache/skywalking
3277647,alibaba/nacos
3277648,material-components/material-components-android
3277649,redis/jedis
3277651,thingsboard/thingsboard
3277652,openapitools/openapi-generator
3277653,apache/pulsar
3277656,jooq/jooq
3277658,janusgraph/janusgraph
3277659,flowable/flowable-engine
3277662,metersphere/metersphere
3277664,spring-cloud/spring-cloud-gateway
3277666,micrometer-metrics/micrometer
3277669,spring-cloud/spring-cloud-kubernetes
3277674,strimzi/strimzi-kafka-operator
3277679,ant-media/ant-media-server
3277680,apache/hudi
3277681,kubernetes-client/java
3277684,pravega/pravega
3277685,reactor/reactor-netty
3277686,jooby-project/jooby
3277689,apache/iotdb
3277690,iterate-ch/cyberduck
3277693,mapsforge/mapsforge
3277698,jline/jline3
3277701,lets-mica/mica
3277704,fabricmc/fabric
3277708,spring-cloud/spring-cloud-contract
3277714,gentics/mesh
3277716,spring-cloud/spring-cloud-commons
3277717,moxi624/mogu_blog_v2
3277726,hyperledger/besu
3277728,odpi/egeria
3277862,knowagelabs/knowage-server
3277910,apache/plc4x
3278185,senx/warp10-platform
3279090,google/nomulus
3279091,confluentinc/schema-registry
3279093,aws/aws-sdk-java-v2
3279094,synthetichealth/synthea
3279098,bazelbuild/intellij
3279104,slimefun/slimefun4
3279105,ldtteam/minecolonies
3279107,oracle/coherence
3279121,nationalsecurityagency/emissary
3279129,betonquest/betonquest
3279130,ihmcrobotics/ihmc-open-robotics-software
3279141,openrewrite/rewrite
3279151,anuken/arc
3279155,eclipse/microprofile-fault-tolerance
3279158,sensorsini/jaer
3279159,projectnessie/nessie
3279167,atlasmap/atlasmap
3279180,hapifhir/org.hl7.fhir.core
3279202,lsfusion/platform
3279215,controlsystemstudio/phoebus
3279236,photonvision/photonvision
3279402,googleapis/java-bigquery
3279795,alfresco/alfresco-community-repo
3279803,grpc/grpc-java
3279806,haifengl/smile
3279807,micronaut-projects/micronaut-core
3279809,confluentinc/ksql
3279810,awsdocs/aws-doc-sdk-examples
3279814,geysermc/geyser
3279819,google/copybara
3279820,apache/iceberg
3279822,apple/servicetalk
3279823,googlecloudplatform/dataflowtemplates
3279824,batfish/batfish
3279828,logicalclocks/hopsworks
3279831,stargate/stargate
3279833,muntashirakon/appmanager
3279834,minestom/minestom
3279835,townyadvanced/towny
3279838,consensys/teku
3279843,1c-syntax/bsl-language-server
3279850,apache/camel-quarkus
3279852,mcreator/mcreator
3280082,aws-amplify/amplify-android
3280335,kangarko/foundation
3280337,azure/azure-sdk-for-android
3280344,hashgraph/hedera-services
3280362,temporalio/sdk-java
3311916,webauthn4j/webauthn4j
3311917,openolat/openolat
3311918,epam/ngb
3311921,netxms/netxms
3311922,epam/cloud-pipeline
3312956,datadog/dd-trace-java
3312958,smallrye/smallrye-mutiny
3312966,gridgain/gridgain
3312986,googleapis/java-storage
3313009,oracle/graal
3313010,quarkusio/quarkus
3313322,apache/beam
3313842,vespa-engine/vespa
3313921,networknt/light-4j
3313924,openliberty/open-liberty
3313925,open-telemetry/opentelemetry-java
3313934,ls1intum/artemis
3313947,hartwigmedical/hmftools
3315179,uyuni-project/uyuni
3338702,googleapis/google-api-java-client-services
3338706,hbci4j/hbci4java
3339178,apache/shardingsphere
3339180,hapifhir/hapi-fhir
3339186,vividus-framework/vividus
3339190,rumbledb/rumble
3370433,guardsquare/proguard-core
3373107,terrier-org/terrier-core
3373705,osgi/osgi
3374209,aws-greengrass/aws-greengrass-nucleus
3490809,ultimate-pa/ultimate
3799293,kittehorg/kittehircclientlib
3799824,cloudnetservice/cloudnet
3800308,freecol/freecol
3802585,awspring/spring-cloud-aws
3803098,powerjob/powerjob
3901304,ome/openmicroscopy
3933333,apache/datasketches-java
3940988,sonaropencommunity/sonar-cxx
3962532,playframework/play1
3974165,pig-mesh/pig
3977613,micro-manager/micro-manager
3994514,trinodb/trino
4082601,xiaomi/mone
4083471,wildmeorg/wildbook
4143289,ctripcorp/x-pipe
4150620,yunaiv/ruoyi-vue-pro
4283374,michael-simons/neo4j-migrations
5808873,athenz/athenz
6446714,codeintelligencetesting/jazzer
7228823,atomashpolskiy/bt
7233383,uportal-project/uportal
7242076,mwiede/jsch
7485265,axelor/axelor-open-platform
7822001,primefaces/primefaces
8487323,mathgladiator/adama-lang
9688828,tinylog-org/tinylog
9708732,dromara/liteflow
9726570,apache/lucene
10092727,volmitsoftware/iris
10298892,dromara/hutool
10431728,dromara/maxkey
10613254,dromara/forest
10640019,geoserver/geoserver-cloud
12629946,dominokit/domino-ui
13055784,jreleaser/jreleaser
13055925,bg-software-llc/superiorskyblock2
13142114,dromara/jpom
14789072,exadel-inc/etoolbox-authoring-kit
14806361,ballcat-projects/ballcat
15716859,dromara/sa-token
15721578,quiltmc/quilt-loader
15727959,thecoder4eu/bootsfaces-osp
16197863,haveno-dex/haveno
16204499,vaadin/flow-components
16227713,sketchware-pro/sketchware-pro
16235534,tencent/tencentkona-11
16609595,pulumi/pulumi-kubernetes
